event_id,disease,district,upazila,lat,lon,season_label,year,window_start,window_end,label,leaf_blast_incidence_pct,neck_blast_incidence_pct,leaf_blast_severity_pct,neck_blast_severity_pct,pct_fields_infected,avg_yield_loss_pct,affected_area_ha,note,source,precip_mean_mm,precip_max_mm,precip_sum_mm,precip_climatology_normal_mm,precip_anomaly_mm,rh_mean_pct,rh_max_pct,temp_mean_c,vpd_mean_kpa,wet_persistence_max_days,n_met_days,sar_vv_db_mean,sar_vh_db_mean,n_s1_scenes,ndvi_mean,ndwi_mean,lst_celsius_mean,n_landsat_scenes,water_extent_frac,water_extent_frac_strict,water_extent_frac_max,monsoon_precip_mean_mm,monsoon_precip_max_mm,monsoon_precip_sum_mm,monsoon_precip_climatology_normal_mm,monsoon_precip_anomaly_mm,monsoon_rh_mean_pct,monsoon_rh_max_pct,monsoon_temp_mean_c,monsoon_vpd_mean_kpa,monsoon_wet_persistence_max_days,monsoon_n_met_days,monsoon_sar_vv_db_mean,monsoon_sar_vh_db_mean,monsoon_n_s1_scenes,monsoon_water_extent_frac,monsoon_water_extent_frac_strict,monsoon_water_extent_frac_max,monsoon_ndvi_mean,monsoon_ndwi_mean,monsoon_lst_celsius_mean,monsoon_n_landsat_scenes
RB_Bogura_Shibganj_2019,rice_blast,Bogura,Shibganj,25.017,89.317,Boro 2019,2019,2018-12-01,2019-03-15,1,19.0,4.0,18.0,6.0,,,,LBI=19% >= 15%,Mahmud et al. (2021) SAJBR 4(1):01-13,0.4099047619047619,10.57,43.04,0.3268314087759815,0.0830733531287803,57.1807619047619,89.71,20.06047619047619,1.1164281924137427,1.0,105,-6.937824426886833,-14.849904393910778,6,0.450592570409431,-0.4153979361609083,23.725368077773425,4.0,0.0486523803222084,0.0094326234772377,0.0937331350547519,9.140737704918031,66.23,1115.1699999999998,9.99572619047619,-0.8549884855581595,87.26680327868853,92.49,28.87959016393443,0.5228367394232605,92.0,122.0,-5.9332587617345105,,5.0,0.0203180370124674,0.0043047589846558,0.0436327915131438,0.5032934291341871,-0.4450265740369767,30.35505179609379,4.0
RB_Bogura_Sadar_2017,rice_blast,Bogura,Sadar,24.85,89.367,Boro 2017,2017,2016-12-01,2017-03-15,0,11.0,3.0,16.0,8.0,,,,LBI=11% < 15% and NBI=3% < 8%,Mahmud et al. (2021) SAJBR 4(1):01-13,0.3356190476190476,22.61,35.239999999999995,0.329866050808314,0.0057529968107335,61.749333333333325,83.71,20.12933333333334,1.005065332247973,1.0,105,-6.344007121002005,-14.116432361364735,6,0.3393348475644027,-0.3359844344652526,25.742861058593775,4.0,0.1063056408927282,0.0781070170265817,0.3715442714873407,10.57844262295082,54.58,1290.57,9.982646825396824,0.5957957975539934,86.03131147540984,92.33,28.8827868852459,0.5829798062402801,86.0,122.0,-4.965432534956963,,5.0,0.0261867899571088,0.0182091643815744,0.0826362192790882,0.2688139313844556,-0.254896609275494,35.02650601578129,3.0
RB_Bogura_Sadar_2018,rice_blast,Bogura,Sadar,24.85,89.367,Boro 2018,2018,2017-12-01,2018-03-15,0,6.0,4.0,13.0,6.0,,,,LBI=6% < 15% and NBI=4% < 8%,Mahmud et al. (2021) SAJBR 4(1):01-13,0.5963809523809523,21.08,62.62,0.3268314087759815,0.2695495436049708,68.16514285714285,92.79,19.138,0.787404557778852,4.0,105,-5.786023204499515,-13.836730836900024,6,0.4372802828698748,-0.4263245934990058,28.00010611220705,4.0,0.1327731399795675,0.0930182803678963,0.3950270846917304,14.249590163934425,91.52,1738.4499999999998,9.99572619047619,4.253863973458234,88.44745901639344,94.64,28.661967213114753,0.4695954913654934,102.0,122.0,-5.646942469645653,,5.0,0.1007516413930714,0.0921667773414666,0.3806845507310289,0.432901990056643,-0.3908458915827903,18.313267198789084,4.0
RB_Bogura_Sadar_2019,rice_blast,Bogura,Sadar,24.85,89.367,Boro 2019,2019,2018-12-01,2019-03-15,1,17.0,4.0,18.0,5.0,,,,LBI=17% >= 15%,Mahmud et al. (2021) SAJBR 4(1):01-13,0.4099047619047619,10.57,43.04,0.3268314087759815,0.0830733531287803,57.1807619047619,89.71,20.06047619047619,1.1164281924137427,1.0,105,-5.9953298518943114,-14.11988858793567,6,0.3911951316772295,-0.3741939413765413,24.09652032177736,4.0,0.0409005406554464,0.0064719352444083,0.084940606747845,9.140737704918031,66.23,1115.1699999999998,9.99572619047619,-0.8549884855581595,87.26680327868853,92.49,28.87959016393443,0.5228367394232605,92.0,122.0,-5.385074842019715,,5.0,0.0130532086030852,0.0030379037295612,0.0184802680491802,0.4415200840877874,-0.3965995652227593,30.61957450015626,4.0
RB_Bogura_Adamdighi_2017,rice_blast,Bogura,Adamdighi,24.817,89.033,Boro 2017,2017,2016-12-01,2017-03-15,0,9.0,7.0,12.0,5.0,,,,LBI=9% < 15% and NBI=7% < 8%,Mahmud et al. (2021) SAJBR 4(1):01-13,0.2147619047619047,12.7,22.549999999999997,0.2691501154734411,-0.0543882107115364,60.55971428571429,83.91,19.52514285714286,1.0154966138190764,1.0,105,-7.205500124977931,-15.237125599006507,6,0.3367359014394223,-0.3230930899698311,24.892384916152352,4.0,0.0379481356883736,0.006425350040745,0.0705614170085095,9.077295081967211,65.95,1107.4299999999998,8.36704365079365,0.7102514311735604,84.11016393442624,92.07,29.066721311475412,0.6922650445273991,79.0,122.0,-6.1916736629657,,4.0,0.0181747884587353,0.0046836371771034,0.0210885865137811,0.4115904895141143,-0.3759308808466173,37.66401580812502,3.0
RB_Bogura_Adamdighi_2018,rice_blast,Bogura,Adamdighi,24.817,89.033,Boro 2018,2018,2017-12-01,2018-03-15,0,6.0,7.0,10.0,7.0,,,,LBI=6% < 15% and NBI=7% < 8%,Mahmud et al. (2021) SAJBR 4(1):01-13,0.3808571428571428,16.07,39.989999999999995,0.2661847575057736,0.1146723853513691,65.13266666666667,91.93,18.632571428571428,0.8502768901410247,4.0,105,-6.983336483232919,-15.23693902670289,6,0.4365674935011807,-0.4245010756762826,27.618212473320327,4.0,0.0582539800631886,0.0100980355422783,0.1614925119712725,10.577459016393442,87.8,1290.45,8.383797619047618,2.1936613973458243,87.18434426229508,94.76,28.759754098360652,0.539597564845435,92.0,122.0,-7.128263336073419,,5.0,0.0671276253280728,0.026748783766095,0.072683822931738,0.4558591178855516,-0.4118910955629401,25.17896119261721,4.0
RB_Bogura_Adamdighi_2019,rice_blast,Bogura,Adamdighi,24.817,89.033,Boro 2019,2019,2018-12-01,2019-03-15,1,11.0,8.0,13.0,6.0,,,,NBI=8% >= 8%,Mahmud et al. (2021) SAJBR 4(1):01-13,0.3660952380952381,10.35,38.44,0.2661847575057736,0.0999104805894644,53.016000000000005,89.54,19.755047619047616,1.2047943364773046,1.0,105,-7.376114716249159,-15.676951386379727,6,0.3472666150790964,-0.3468468352423084,24.047543166054695,4.0,0.0495997717526191,0.0076200568522008,0.1056135844982291,7.451393442622951,35.78,909.07,8.383797619047618,-0.9324041764246668,86.01573770491804,93.06,28.954180327868855,0.5870490240933568,72.0,122.0,-7.121195580547697,,5.0,0.0248549342878225,0.0066341760457833,0.0310389071626533,0.4209416162888759,-0.3824599964957056,32.388736979082054,4.0
RB_Natore_Sadar_2017,rice_blast,Natore,Sadar,24.4133,88.93,Boro 2017,2017,2016-12-01,2017-03-15,1,16.0,1.0,22.0,7.0,,,,LBI=16% >= 15%,Mahmud et al. (2021) SAJBR 4(1):01-13,0.2369523809523809,16.5,24.879999999999995,0.3249422632794457,-0.0879898823270648,59.487428571428566,83.57,19.94714285714286,1.0686129460934686,1.0,105,-7.0601595327423,-13.909145342437125,6,0.5195250990688927,-0.4750999926628562,26.47623329902343,4.0,0.0319655405114004,0.0218480630875494,0.1312530658770967,8.995573770491802,62.37,1097.4599999999998,7.871884920634921,1.1236888498568811,84.1733606557377,93.0,29.04975409836066,0.6901653533502266,74.0,122.0,-5.790846740822365,,5.0,0.0624639840360504,0.0496308025553596,0.1383205304783676,0.3055364123110554,-0.2798971234748516,26.134687205468765,3.0
RB_Natore_Sadar_2018,rice_blast,Natore,Sadar,24.4133,88.93,Boro 2018,2018,2017-12-01,2018-03-15,0,12.0,2.0,12.0,9.0,,,,LBI=12% < 15% and NBI=2% < 8%,Mahmud et al. (2021) SAJBR 4(1):01-13,0.5898095238095238,26.58,61.93,0.3200969976905311,0.2697125261189926,65.30438095238095,92.41,18.84152380952381,0.8569360612394595,3.0,105,-6.3625409117234355,-13.457046597349027,6,0.5236645904889545,-0.4882090923902609,28.201198509570332,4.0,0.0508522185112566,0.0393443859171054,0.2255650306207198,10.2577868852459,74.44,1251.4499999999998,7.881261904761904,2.376524980483997,87.45229508196721,95.21,28.711311475409836,0.5232115239545705,90.0,122.0,-5.963591210960593,,5.0,0.0546352485241821,0.0452187759176981,0.2253133097940566,0.3902030964947722,-0.3398667266405279,19.56126841337891,4.0
RB_Natore_Sadar_2019,rice_blast,Natore,Sadar,24.4133,88.93,Boro 2019,2019,2018-12-01,2019-03-15,1,18.0,2.0,20.0,7.0,,,,LBI=18% >= 15%,Mahmud et al. (2021) SAJBR 4(1):01-13,0.5105714285714286,13.93,53.61,0.3200969976905311,0.1904744308808974,52.50771428571428,89.59,19.992761904761903,1.225323829429189,3.0,105,-6.700407641410403,-13.570507485573629,6,0.4911290757870253,-0.4462959881263161,24.19327632347658,4.0,0.015098073159355,0.0040549248161879,0.015098073159355,7.218360655737705,40.72,880.64,7.881261904761904,-0.6629012490241992,86.03385245901639,93.49,28.94204918032787,0.5867751809978542,70.0,122.0,-5.855718620414018,,5.0,0.0129684797522254,0.0040349176415794,0.0147965007307693,0.4193590466081523,-0.3647956752028019,35.94408861664065,4.0
RB_Natore_Singra_2017,rice_blast,Natore,Singra,24.5,89.133,Boro 2017,2017,2016-12-01,2017-03-15,0,12.0,2.0,23.0,6.0,,,,LBI=12% < 15% and NBI=2% < 8%,Mahmud et al. (2021) SAJBR 4(1):01-13,0.4421904761904762,31.97,46.43,0.3919584295612009,0.0502320466292752,61.489999999999995,83.92,20.347809523809524,1.0317979851308163,1.0,105,-7.766412002066702,-14.624325952650596,6,0.5060965221683632,-0.449725327422375,24.75599123134768,4.0,0.0291998570519384,0.0052373044469221,0.0469955789468634,10.422377049180328,53.65,1271.53,9.325305555555556,1.097071493624771,85.72532786885246,92.72,28.894098360655732,0.5972614486560016,80.0,122.0,-6.8080392089964095,,5.0,0.1899070586310539,0.0784076788681649,0.240014192686592,0.4688212185857364,-0.386857447196878,35.244418142421885,3.0
RB_Natore_Singra_2018,rice_blast,Natore,Singra,24.5,89.133,Boro 2018,2018,2017-12-01,2018-03-15,0,6.0,3.0,13.0,6.0,,,,LBI=6% < 15% and NBI=3% < 8%,Mahmud et al. (2021) SAJBR 4(1):01-13,0.8830476190476191,34.98,92.72,0.3870900692840646,0.4959575497635544,68.3404761904762,92.56,19.238,0.789210420290327,4.0,105,-7.328937301382953,-14.512571526720793,6,0.5164666254976699,-0.4746726929082992,26.889466576367212,4.0,0.0261383656949154,0.0062830933874492,0.037275499017677,15.076803278688526,104.02,1839.37,9.33543253968254,5.741370739005987,88.50008196721312,94.75,28.63180327868853,0.4657330949836716,100.0,122.0,-7.362376582075437,,5.0,0.2649656555923328,0.148670618898192,0.2773988950965411,0.3647575948488948,-0.2992287922836159,30.58946988845706,4.0
RB_Natore_Singra_2019,rice_blast,Natore,Singra,24.5,89.133,Boro 2019,2019,2018-12-01,2019-03-15,0,9.0,3.0,20.0,5.0,,,,LBI=9% < 15% and NBI=3% < 8%,Mahmud et al. (2021) SAJBR 4(1):01-13,0.5833333333333333,14.82,61.24999999999999,0.3870900692840646,0.1962432640492686,57.02133333333334,90.2,20.15047619047619,1.1210991326135002,3.0,105,-7.914699205672794,-14.647973493746692,6,0.4489468058680737,-0.4013542115445027,23.024333510937524,4.0,0.0323729708372374,0.0058782656163138,0.0369888382201602,9.06139344262295,72.27,1105.49,9.33543253968254,-0.2740390970595889,87.2423770491803,92.92,28.846967213114752,0.523168942332999,90.0,122.0,-6.894573307027615,,5.0,0.1716841060101437,0.0873155657323586,0.1885664321405525,0.3650071753753766,-0.3067542974639145,25.740317571054717,4.0
RB_Natore_Baraigram_2017,rice_blast,Natore,Baraigram,24.3083,89.17,Boro 2017,2017,2016-12-01,2017-03-15,0,10.0,2.0,21.0,4.0,,,,LBI=10% < 15% and NBI=2% < 8%,Mahmud et al. (2021) SAJBR 4(1):01-13,0.4421904761904762,31.97,46.43,0.3919584295612009,0.0502320466292752,61.489999999999995,83.92,20.347809523809524,1.0317979851308163,1.0,105,,,0,0.5727233917974341,-0.5232436241934584,26.07677223898439,4.0,,,,10.422377049180328,53.65,1271.53,9.325305555555556,1.097071493624771,85.72532786885246,92.72,28.894098360655732,0.5972614486560016,80.0,122.0,-5.887995414441799,,5.0,0.045026074940868,0.0141446570145797,0.064840670937856,0.4696011444659787,-0.4189247370404532,32.631154929453146,3.0
RB_Natore_Baraigram_2018,rice_blast,Natore,Baraigram,24.3083,89.17,Boro 2018,2018,2017-12-01,2018-03-15,0,5.0,3.0,17.0,2.0,,,,LBI=5% < 15% and NBI=3% < 8%,Mahmud et al. (2021) SAJBR 4(1):01-13,0.8830476190476191,34.98,92.72,0.3870900692840646,0.4959575497635544,68.3404761904762,92.56,19.238,0.789210420290327,4.0,105,-6.353104825664746,-13.291980620743482,6,0.5392701246154318,-0.5038438544492283,27.83031997419924,4.0,0.0241943136894149,0.0060075913827326,0.0399342103687524,15.076803278688526,104.02,1839.37,9.33543253968254,5.741370739005987,88.50008196721312,94.75,28.63180327868853,0.4657330949836716,100.0,122.0,-6.171066411768,,5.0,0.0357153511964336,0.0097837253582264,0.0432021372649044,0.3594976909578089,-0.3145132372298986,25.50807245820313,4.0
RB_Natore_Baraigram_2019,rice_blast,Natore,Baraigram,24.3083,89.17,Boro 2019,2019,2018-12-01,2019-03-15,0,9.0,3.0,22.0,3.0,,,,LBI=9% < 15% and NBI=3% < 8%,Mahmud et al. (2021) SAJBR 4(1):01-13,0.5833333333333333,14.82,61.24999999999999,0.3870900692840646,0.1962432640492686,57.02133333333334,90.2,20.15047619047619,1.1210991326135002,3.0,105,-7.309433012508713,-13.922736122618767,6,0.5258604682340119,-0.4761334426073661,23.721502777812532,4.0,0.0255952082939436,0.0055500574162796,0.0332474503614322,9.06139344262295,72.27,1105.49,9.33543253968254,-0.2740390970595889,87.2423770491803,92.92,28.846967213114752,0.523168942332999,90.0,122.0,-6.095462446136806,,5.0,0.020733509791816,0.0059839609204701,0.0243831174274266,0.3780258606013889,-0.327740177366504,28.755244864765643,4.0
RB_Meherpur_Sadar_2017,rice_blast,Meherpur,Sadar,23.775,88.6417,Boro 2017,2017,2016-12-01,2017-03-15,1,18.0,2.0,10.0,4.0,,,,LBI=18% >= 15%,Mahmud et al. (2021) SAJBR 4(1):01-13,0.2645714285714285,19.24,27.78,0.3918429561200924,-0.1272715275486638,57.60838095238095,82.27,20.45638095238095,1.1575196615942382,1.0,105,-8.733617475302415,-15.415657170147108,6,0.4426011180437854,-0.4119428181235588,24.7028650533008,4.0,0.1925711178072991,0.1780681646715028,0.5240108384335643,10.218688524590169,68.47,1246.6800000000003,7.919170634920634,2.2995178896695334,85.48811475409835,94.17,28.815737704918035,0.6183971373046664,77.0,122.0,-6.427252890032676,,5.0,0.0537442330022321,0.042623574507545,0.0989458748718558,0.4148790105919657,-0.3805759925920066,34.08059568406251,4.0
RB_Meherpur_Sadar_2018,rice_blast,Meherpur,Sadar,23.775,88.6417,Boro 2018,2018,2017-12-01,2018-03-15,0,12.0,2.0,3.0,3.0,,,,LBI=12% < 15% and NBI=2% < 8%,Mahmud et al. (2021) SAJBR 4(1):01-13,0.7017142857142857,36.27,73.68,0.3846789838337182,0.3170353018805675,64.464,92.49,19.19647619047619,0.9062847634992202,4.0,105,-8.772233163682358,-15.352437479142074,6,0.5230538441239335,-0.486894281265044,26.80274099468751,4.0,0.2164346979680944,0.2054268938616167,0.6041178081949685,10.727377049180326,69.85,1308.7399999999998,7.926142857142856,2.8012341920374704,88.03286885245902,95.35,28.573934426229503,0.4917272578041147,99.0,122.0,-7.906274019006841,,5.0,0.2576168007118661,0.2460419382280701,0.6113025358864708,0.518740744578592,-0.4655085759527022,35.912258305390665,4.0
RB_Meherpur_Sadar_2019,rice_blast,Meherpur,Sadar,23.775,88.6417,Boro 2019,2019,2018-12-01,2019-03-15,1,15.0,2.0,9.0,2.0,,,,LBI=15% >= 15%,Mahmud et al. (2021) SAJBR 4(1):01-13,0.7300000000000001,16.92,76.65,0.3846789838337182,0.3453210161662818,52.1924761904762,89.89,20.27819047619048,1.2481952420010576,4.0,105,-7.378339101214209,-13.96266324568974,6,0.4581791102399365,-0.4143763734010317,23.611625451289072,4.0,0.0236546786721008,0.0062850985085566,0.0493445941800781,7.736557377049181,53.05,943.86,7.926142857142856,-0.1895854800936751,86.49770491803278,93.33,28.81877049180328,0.5643290992250011,70.0,122.0,-6.7872367674018275,,5.0,0.0174649918035834,0.0071642369697725,0.0220433360559209,0.228898481093501,-0.2104715198790491,33.85391598007815,4.0
RB_Meherpur_Mujibnagar_2017,rice_blast,Meherpur,Mujibnagar,23.65,88.6,Boro 2017,2017,2016-12-01,2017-03-15,1,15.0,1.0,9.0,3.0,,,,LBI=15% >= 15%,Mahmud et al. (2021) SAJBR 4(1):01-13,0.3175238095238095,23.18,33.339999999999996,0.463122401847575,-0.1455985923237655,57.43123809523809,82.52,20.66238095238095,1.1859151188857266,1.0,105,-10.670312380960684,-17.05705352214018,6,0.4688520720229289,-0.4327451664567247,24.231018073613285,4.0,0.2885370138074406,0.2771500624694799,0.8257242009132421,11.459262295081968,99.0,1398.03,8.32120634920635,3.1380559458756174,87.01368852459015,94.92,28.52672131147541,0.5383310276653933,89.0,122.0,-7.3171810519861396,,5.0,0.1760092391115224,0.136009948661718,0.3370049422663504,0.3774271375992589,-0.3479273829293032,32.05764410750002,3.0
RB_Meherpur_Mujibnagar_2018,rice_blast,Meherpur,Mujibnagar,23.65,88.6,Boro 2018,2018,2017-12-01,2018-03-15,0,11.0,2.0,6.0,6.0,,,,LBI=11% < 15% and NBI=2% < 8%,Mahmud et al. (2021) SAJBR 4(1):01-13,0.6887619047619048,35.38,72.32000000000001,0.453621247113164,0.2351406576487408,64.7287619047619,91.82,19.367428571428572,0.9176787949612514,4.0,105,-9.585344759725537,-16.086852850298964,6,0.4698198367931965,-0.4328519853446078,24.853835391757823,4.0,0.1671665342494412,0.1560787024088981,0.9079238010095234,11.833524590163933,112.97,1443.6899999999998,8.32786111111111,3.5056634790528225,88.64795081967212,95.22,28.43040983606557,0.4622182289569602,101.0,122.0,-11.255184580329711,,5.0,0.4120881722931033,0.3806353496273982,0.9107925255872216,0.4265788634034306,-0.3567406822683836,33.25343484406253,4.0
RB_Meherpur_Mujibnagar_2019,rice_blast,Meherpur,Mujibnagar,23.65,88.6,Boro 2019,2019,2018-12-01,2019-03-15,1,16.0,2.0,12.0,4.0,,,,LBI=16% >= 15%,Mahmud et al. (2021) SAJBR 4(1):01-13,1.0411428571428571,28.39,109.32,0.453621247113164,0.5875216100296932,53.13885714285714,89.17,20.363619047619046,1.2354144677909662,4.0,105,-7.698085869967744,-14.283931755086597,6,0.4622587378852647,-0.4301890365929477,24.788933066679704,4.0,0.0294737192002101,0.0163040356428841,0.0657939540690855,8.404590163934426,54.96,1025.36,8.32786111111111,0.0767290528233157,87.2034426229508,93.74,28.64131147540984,0.5299818093202189,76.0,122.0,-7.636850027921928,,5.0,0.0358896057929232,0.0158940934013182,0.0572934232715008,0.3041947178232976,-0.2662871381871067,29.46750593609376,4.0
RB_Meherpur_Gangni_2017,rice_blast,Meherpur,Gangni,23.817,88.755,Boro 2017,2017,2016-12-01,2017-03-15,0,12.0,2.0,10.0,2.0,,,,LBI=12% < 15% and NBI=2% < 8%,Mahmud et al. (2021) SAJBR 4(1):01-13,0.2645714285714285,19.24,27.78,0.3918429561200924,-0.1272715275486638,57.60838095238095,82.27,20.45638095238095,1.1575196615942382,1.0,105,-7.97525149999717,-14.720733632956517,6,0.4550067525106505,-0.4185442952132642,24.67297072994141,4.0,0.0383467370230863,0.015358799821306,0.0575581607261564,10.218688524590169,68.47,1246.6800000000003,7.919170634920634,2.2995178896695334,85.48811475409835,94.17,28.815737704918035,0.6183971373046664,77.0,122.0,-6.611865733004445,,5.0,0.0319940238626723,0.0107960551688785,0.0525362645499974,0.403937385421662,-0.3679505104372358,20.83579766893556,4.0
RB_Meherpur_Gangni_2018,rice_blast,Meherpur,Gangni,23.817,88.755,Boro 2018,2018,2017-12-01,2018-03-15,0,9.0,7.0,7.0,2.0,,,,LBI=9% < 15% and NBI=7% < 8%,Mahmud et al. (2021) SAJBR 4(1):01-13,0.7017142857142857,36.27,73.68,0.3846789838337182,0.3170353018805675,64.464,92.49,19.19647619047619,0.9062847634992202,4.0,105,-7.83073011309433,-14.414195573909277,6,0.5011106122490157,-0.4653968764042182,26.75757239445315,4.0,0.0331532415446046,0.012893249262709,0.0597004258181534,10.727377049180326,69.85,1308.7399999999998,7.926142857142856,2.8012341920374704,88.03286885245902,95.35,28.573934426229503,0.4917272578041147,99.0,122.0,-7.21910632910591,,5.0,0.0325851328685775,0.0143093157203464,0.0553322154986655,0.5339660095659724,-0.4713291831870966,35.22241908921875,4.0
RB_Meherpur_Gangni_2019,rice_blast,Meherpur,Gangni,23.817,88.755,Boro 2019,2019,2018-12-01,2019-03-15,0,13.0,7.0,11.0,1.0,,,,LBI=13% < 15% and NBI=7% < 8%,Mahmud et al. (2021) SAJBR 4(1):01-13,0.7300000000000001,16.92,76.65,0.3846789838337182,0.3453210161662818,52.1924761904762,89.89,20.27819047619048,1.2481952420010576,4.0,105,-7.934599180533194,-14.352128721073065,6,0.4425259192674029,-0.4020029027898191,23.644547259160177,4.0,0.0376820213940202,0.0063863840020064,0.0724614704638917,7.736557377049181,53.05,943.86,7.926142857142856,-0.1895854800936751,86.49770491803278,93.33,28.81877049180328,0.5643290992250011,70.0,122.0,-7.572663324039216,,5.0,0.020189457308163,0.0046789017079016,0.0297282975327825,0.251135064437561,-0.2247646060801792,33.294050534843755,4.0
RB_Rajbari_Pangsha_2017,rice_blast,Rajbari,Pangsha,23.7917,89.417,Boro 2017,2017,2016-12-01,2017-03-15,0,9.0,3.0,8.0,2.0,,,,LBI=9% < 15% and NBI=3% < 8%,Mahmud et al. (2021) SAJBR 4(1):01-13,0.5485714285714286,39.21,57.6,0.4496535796766743,0.0989178488947542,60.73838095238096,84.5,20.610952380952376,1.0730014760065971,1.0,105,-8.01939322303807,-14.22647717400527,6,0.4018036965148207,-0.390397959546426,27.123934737382825,4.0,0.0640315965886283,0.0264099015983556,0.09453910841299,11.475819672131143,85.72,1400.0499999999995,9.042551587301586,2.4332680848295585,87.36229508196722,94.5,28.584098360655737,0.517979864728157,94.0,122.0,-7.219771989373998,,5.0,0.1217140207156199,0.0385196753999969,0.21294194743648,0.3562238567889683,-0.3274272533387236,35.32592990843752,4.0
RB_Rajbari_Pangsha_2018,rice_blast,Rajbari,Pangsha,23.7917,89.417,Boro 2018,2018,2017-12-01,2018-03-15,0,4.0,6.0,2.0,3.0,,,,LBI=4% < 15% and NBI=6% < 8%,Mahmud et al. (2021) SAJBR 4(1):01-13,0.9983809523809524,46.59,104.83,0.4413995381062356,0.5569814142747167,67.56657142857144,92.78,19.45695238095238,0.8294300175828115,4.0,105,-8.049476540381503,-14.322934580114586,6,0.3939711491293329,-0.3875322511021166,28.98340771349612,4.0,0.073626518922545,0.0290804640878077,0.1409855224006827,15.609180327868852,111.02,1904.32,9.05413492063492,6.555045407233932,89.57155737704919,95.57,28.38868852459016,0.4157287841346494,110.0,122.0,-7.005589491010674,,5.0,0.1051338151842728,0.0553141625874719,0.2082238448035481,0.4066137425628133,-0.3301378330186184,33.327135900312534,4.0
RB_Rajbari_Pangsha_2019,rice_blast,Rajbari,Pangsha,23.7917,89.417,Boro 2019,2019,2018-12-01,2019-03-15,1,11.0,8.0,7.0,2.0,,,,NBI=8% >= 8%,Mahmud et al. (2021) SAJBR 4(1):01-13,0.8494285714285713,19.56,89.18999999999998,0.4413995381062356,0.4080290333223357,55.929142857142864,90.28,20.39257142857143,1.159150841517347,4.0,105,-7.764803493506519,-14.248433093841072,6,0.3287424881690898,-0.307751044108341,24.904050912148463,4.0,0.0667034122994431,0.0280103448428511,0.1211675943635702,9.417540983606555,64.38,1148.9399999999998,9.05413492063492,0.3634060629716344,88.28188524590163,93.29,28.607704918032788,0.4741517257386432,98.0,122.0,-7.426873167024567,,5.0,0.1117307865663318,0.060750843079743,0.1944516653872855,0.3842238110905864,-0.3394167323893781,25.18891150279299,4.0
RB_Rajbari_Sadar_2017,rice_blast,Rajbari,Sadar,23.755,89.65,Boro 2017,2017,2016-12-01,2017-03-15,0,11.0,3.0,7.0,1.0,,,,LBI=11% < 15% and NBI=3% < 8%,Mahmud et al. (2021) SAJBR 4(1):01-13,0.5485714285714286,39.21,57.6,0.4496535796766743,0.0989178488947542,60.73838095238096,84.5,20.610952380952376,1.0730014760065971,1.0,105,-20.286359209168157,-27.08086432383753,6,0.400396760247048,-0.3878515628365693,28.5226926641797,4.0,0.4247142780144636,0.3831667354071075,1.0,11.475819672131143,85.72,1400.0499999999995,9.042551587301586,2.4332680848295585,87.36229508196722,94.5,28.584098360655737,0.517979864728157,94.0,122.0,-7.165676701453293,,5.0,0.1464747870999189,0.0515426760966053,0.2059887375036909,0.2290898692793722,-0.2093299256075678,31.47708361929689,4.0
RB_Rajbari_Sadar_2018,rice_blast,Rajbari,Sadar,23.755,89.65,Boro 2018,2018,2017-12-01,2018-03-15,0,9.0,5.0,4.0,1.0,,,,LBI=9% < 15% and NBI=5% < 8%,Mahmud et al. (2021) SAJBR 4(1):01-13,0.9983809523809524,46.59,104.83,0.4413995381062356,0.5569814142747167,67.56657142857144,92.78,19.45695238095238,0.8294300175828115,4.0,105,-20.312166909368063,-27.085705516934357,6,0.4253564912770386,-0.4041846954757743,28.080175901035176,4.0,0.441387226772582,0.4036346469817438,1.0,15.609180327868852,111.02,1904.32,9.05413492063492,6.555045407233932,89.57155737704919,95.57,28.38868852459016,0.4157287841346494,110.0,122.0,-22.09170533703448,,5.0,0.5199920759604282,0.4657672772327926,1.0,0.3355611891046091,-0.2803645583788492,31.953034003203147,4.0
RB_Rajbari_Sadar_2019,rice_blast,Rajbari,Sadar,23.755,89.65,Boro 2019,2019,2018-12-01,2019-03-15,0,14.0,7.0,6.0,2.0,,,,LBI=14% < 15% and NBI=7% < 8%,Mahmud et al. (2021) SAJBR 4(1):01-13,0.8494285714285713,19.56,89.18999999999998,0.4413995381062356,0.4080290333223357,55.929142857142864,90.28,20.39257142857143,1.159150841517347,4.0,105,-7.056023510964985,-14.287754198193388,6,0.3433861343130172,-0.3133276762924781,23.944929132031262,4.0,0.1614521988998167,0.1025031738505245,0.3372211167719881,9.417540983606555,64.38,1148.9399999999998,9.05413492063492,0.3634060629716344,88.28188524590163,93.29,28.607704918032788,0.4741517257386432,98.0,122.0,-7.242505779315101,,5.0,0.2024584208802692,0.128791434190801,0.4147640957427477,0.3782851135957459,-0.3360091887444886,31.00304697054689,4.0
